url,title,author,publisher,isbn,page,country,language,category,rating,numberOfRating,numberOfReview,orginalPrice,sellPrice,summery,imageUrl
https://www.rokomari.com//book/189173/english-highlights-b-and-d-unit-manobik-bivag-poriborton-for-all-university-admission-test,"English Highlights -B and D Unit Manobik, Bivag Poriborton For All University Admission Test ", Professor Kazi Jaker Hossain , Joykoly Publications Ltd. ,"Edition, 2021",128,Bangladesh,English, University Admission Preparation ,3.0,2,1,200,72,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/83eecfb58_189173.jpg
https://www.rokomari.com//book/189175/highlights-medi-english-english,Highlights Medi English : English, Dr. Md. Moniruzzaman , Dr. Md. Moniruzzaman , ,"2nd Edition, 2022",96,Bangladesh, Medical Admission Preparation ,3.43,7,4,200,106,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Highlights_Medi_English__English-Dr_Md_Moniruzzaman-3a738-189175.jpg
https://www.rokomari.com//book/190173/krishi-bichitra-sokol-krishi-bishobiddaloy-vorti-porikkhar-sohayok-text-book,কৃষি বিচিত্রা (সকল কৃষি বিশ্ববিদ্যালয় ভর্তি পরীক্ষার সহায়ক টেক্সট বুক), মাহাবুব হাসান ঢাবি , অজয় সরকার , ,"18th Edition, November 2022",732,বাংলাদেশ, কৃষি বিশ্ববিদ্যালয় ভর্তি প্রস্তুতি ,3.57,7,3,750,533,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Krishi_Bichitra_Sokol_Krishi_Bishobiddal-Mahabub_Hasan_Du-4789d-190173.jpg
https://www.rokomari.com//book/152776/joykoly-bangladesh-university-of-professionals-proshnobank-business-fbs,জয়কলি বাংলাদেশ ইউনিভার্সিটি অব প্রফেশনালস : প্রশ্নব্যাংক (ব্যবসায় এফবিএস), অজয় সরকার , মোহাম্মদ সাখাওয়াত হোসেন , ,"6th Edition, 2022",284,বাংলাদেশ, ব্যবসায় শিক্ষা ভর্তি প্রস্তুতি ,2.96,23,4,500,285,"""জয়কলি বাংলাদেশ ইউনিভার্সিটি অব প্রফেশনালস : প্রশ্নব্যাংক (ব্যবসায় এফবিএস)"" বইটির সম্পর্কে কিছু কথা:",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Joykoly_Bangladesh_University_of_Profess-Ajoy_Sarkar-9aa06-152776.jpg
https://www.rokomari.com//book/190223/writen-english,Writen English, Suborna Haldar , Ajoy Sarkar , ,"3rd Edition, 2023",164,Bangladesh, University Admission Preparation ,3.75,4,2,300,216, Written English বইটি কেন প্রয়ােজন? ,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/5b62660b8_190223.gif
https://www.rokomari.com//book/188596/rajshahi-university-qustionbank-and-and-admission-guide,রাজশাহী বিশ্ববিদ্যালয় প্রশ্নব্যাংক ও ভর্তি সহায়িকা ব্যবসায় শিক্ষা অনুষদ - বি ইউনিট, নয়ন দেবনাথ , জয়কলি পাবলিকেশন্স লিঃ ,"9th Edition, 2023",220,বাংলাদেশ,বাংলা, ব্যবসায় শিক্ষা ভর্তি প্রস্তুতি ,3.88,8,10,450,320,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Rajshahi_University_Qustionbank_and_And_-Noyon_Debnath-e413f-188596.jpg
https://www.rokomari.com//book/190175/krishi-bishwobidyaloy-proshnobank-suggestion-o-model-test-songbolito,কৃষি বিশ্ববিদ্যালয় প্রশ্নব্যাংক সাজেশন্স ও মডেল টেস্ট সংবলিত, মাহাবুব হাসান ঢাবি , অজয় সরকার , ,"10th Edition, 2023",312,বাংলাদেশ, অন্যান্য চাকরির প্রস্তুতি ,3.57,7,3,525,405,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Krishi_Bishwobidyaloy_Proshnobank_Sugges-Mahabub_Hasan_Du-7fc5f-190175.jpg
https://www.rokomari.com//book/152777/joykoly-bangladesh-university-of-professionals-proshnobank-fass-manobik,জয়কলি বাংলাদেশ ইউনিভার্সিটি অব প্রফেশনালস : প্রশ্নব্যাংক (মানবিক এফএএসএস), অজয় সরকার , রোকনুজ্জামান সোহেল , ,"6th Edition, 2022",292,বাংলাদেশ, মানবিক বিভাগ ভর্তি প্রস্তুতি ,3.1,10,3,450,317,বইটির সূচিপত্র:,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Joykoly_Bangladesh_University_of_Profess-Ajoy_Sarkar-f0783-152777.jpg
https://www.rokomari.com//book/102855/chittagong-university-questionbank-manobik-shakha-b-unit,চট্টগ্রাম বিশ্ববিদ্যালয় প্রশ্নব্যাংক মানবিক শাখা - বি ইউনিট, রফিকুল ইসলাম , জয়কলি পাবলিকেশন্স লিঃ ,"9th Edition,November, 2022",216,বাংলাদেশ,বাংলা, মানবিক বিভাগ ভর্তি প্রস্তুতি ,4.5,4,4,450,320, ,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Chittagong_University_Questionbank_Manob-Ajoy_Sarkar-ce9ce-102855.jpg
https://www.rokomari.com//book/160152/cyber-crime-v-1-issues-threats-and-management,Cyber Crime: v. 1: Issues Threats and Management, Atul Jain , Isha Books ,9788182051072,"1st Edition, 2004",308,India," Foreign Language Books: Business, Investment and Economics ",5.0,2,,0,0,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/72c9e5e40_160152.jpg
https://www.rokomari.com//book/102857/chittagong-university-question-bank-o-solution-business-shikkha-c-unit-bybshay-onushodvukto-sokol-bivag,চট্টগ্রাম বিশ্ববিদ্যালয় প্রশ্নব্যাংক ব্যবসায় শিক্ষা - সি ইউনিট, প্রফেসর কাজী জাকের হোসেন , জয়কলি পাবলিকেশন্স লিঃ ,"9th Edition, Nov 2022",213,বাংলাদেশ,বাংলা, ব্যবসায় শিক্ষা ভর্তি প্রস্তুতি ,3.89,9,7,450,320, ,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Chittagong_University_Question_Bank_O_So-Ajoy_Sarkar-551bf-102857.jpg
https://www.rokomari.com//book/137380/hozrat-abu-talib-a,হযরত আবু তালিব (আঃ), অধ্যক্ষ আলী আককাস , র‌্যামন পাবলিশার্স ,9847035000753,"2nd Published, 2017",40,বাংলাদেশ," নবি-রাসুল, সাহাবা, তাবেই ও অলি-আওলিয়া ",5.0,1,,50,45,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/569ca52e2724_137380.jpg
https://www.rokomari.com//book/110461/avhibasi,অভিবাসী, অধরা জ্যোতি , ইত্যাদি গ্রন্থ প্রকাশ ,9789849044826,"1st Published, 2016",72,বাংলাদেশ, বাংলা কবিতা ,5.0,1,,140,120,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/69c085e861a4_110461.gif
https://www.rokomari.com//book/96779/ekush-amar-raktokorobee,একুশ আমার রক্তকরবী, অধরা জ্যোতি , ইত্যাদি গ্রন্থ প্রকাশ ,9789849044680,"1st Published, 2015",72,বাংলাদেশ, বাংলা কবিতা ,5.0,1,,125,108, ,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/rokimg_20150322_96779.gif
https://www.rokomari.com//book/130377/bimurto-protiddhoni,বিমূর্ত প্রতিধ্বনি, অধরা জ্যোতি , চৈতন্য ,9789849285427,"1st Published, 2017",71,বাংলাদেশ, বাংলা কবিতা ,5.0,1,,150,129,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/3e67bc036594_130377.jpg
https://www.rokomari.com//book/226947/neel-peyalar-bish,নীল পেয়ালার বিষ, অধরা জাহান , তাম্রলিপি ,1st Edition 2022,108,বাংলাদেশ,বাংলা, বাংলা কবিতা ,5.0,1,1,270,242,"কবিতা সাহিত্যের আদিমতম একটি শাখা। ধারণা করা হয়, যখন পৃথিবীর কোনো অক্ষর জ্ঞান ছিল না, তখনও মানুষের ভাবনায় উচ্চারণে কবিতা ছিল। কবিতা ঋতু বদলের মতো করে নানা সময়ে নানা রূপে এসেছে। কবিতার একেক সময় একেক রুপগুলোই আজ কবিতার বিভিন্ন শাখায় পরিণত হয়েছে। গ্রিক কবি ও দার্শনিক অ্যারিস্টটল বলেছেন, দর্শনের চেয়ে বেশি, ইতিহাসের চেয়েও বড় কবিতা। নীল পেয়ালার বিষ কাব্যগ্রন্থটিকে-প্রেম প্রণয়, বিরহ মিলন, সুখ দুঃখের যৌথ পালকে সাজানো হয়েছে। কবিতা পৃথিবীর সেই মাধ্যম, যেখানে নিজের ভেতরকে পুঙ্খানুপুঙ্খভাবে প্রকাশ করা যায়। যার ধরা বাধা কোনো সীমানা নেই। নীল পেয়ালার বিষ কাব্য গ্রন্থটিতে আধুনিক ধারাকে ঠিক রেখে, অন্তমিল ছন্দ মিলকে প্রাধান্য না দিয়ে চারপাশে ঘটে যাওয়া যাপিত জীবনের চিত্রকে তুলে আনা হয়েছে। যা ব্যক্তি জীবন, সামাজিক এবং পারিপার্শ্বিকতায় শতভাগ ঘটে যায় প্রায় প্রতিদিন। কবিতা মানেই শুধু ছন্দে ছন্দে বলা লাইন নয়। কবিতা জীবনের জয়গানের কথা বলে, সামাজিক অবক্ষয়, নৈতিকতা এবং দূরে থেকেও কাছের হয়ে ওঠার কথা বলে। একটি কবিতায় কখনও কখনও গোটা জীবনের ক্যানভাসকে তুলে আনে, কবিতার শব্দ এবং বাক্যের রং তুলি দিয়ে।",
https://www.rokomari.com//book/136049/uddastu-ponjika,উদ্বাস্তু - পঞ্জিকা, অধীর বিশ্বাস , গাঙচিল (ভারত) ,9789384002008,"1st Published, 2021",135,ভারত, পশ্চিমবঙ্গের বই: প্রবন্ধ ,5.0,1,,0,360,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Uddastu_-_Ponjika-Odir_Biswas-c9d88-136049.jpg
https://www.rokomari.com//book/5767/amra-to-akhon-india-a,আমরা তো এখন ইন্ডিয়ায় , অধীর বিশ্বাস , অঙ্কুর প্রকাশনী ,1st,52,বাংলাদেশ,বাংলা, জীবনী ও স্মৃতিচারণ: বিবিধ ,5.0,1,,85,70, ,
https://www.rokomari.com//book/45101/bisser-shersto-100-muslim-monisi,বিশ্বের শ্রেষ্ঠ ১০০ মুসলিম মনীষী, অধ্যক্ষ আবদুর রাজ্জাক , মীনা বুক হাউস ,9789848360194,"5th Print, 2015",480,বাংলাদেশ, মুসলিম ব্যক্তিত্ব ,4.88,8,6,300,210,"""বিশ্বের শ্রেষ্ঠ ১০০ মুসলিম মনীষী"" বইয়ের কিছু কথা:",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/a72a1444f_45101.jpg
https://www.rokomari.com//book/25548/golpo-shuni-adob-shikhi,গল্প শুনি আদব শিখি, অধ্যক্ষ আবদুর রাজ্জাক , ঝিঙেফুল ,9789846424041,"3rd Printed, 2017",64,বাংলাদেশ, শিশু-কিশোর ইসলামি বই ,4.84,19,6,100,75,"""গল্প শুনি আদব শিখি"" বইয়ের ভিতরের লেখা:",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/bca766878_25548.jpg
https://www.rokomari.com//book/136103/roghu-dakater-dokan,রঘু ডাকাতের দোকান, অধীর বিশ্বাস , গাঙচিল (ভারত) ,9789381346006,"Reprint, 2011",335,ভারত, পশ্চিমবঙ্গের বই: গল্প ,5.0,1,,0,0,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Roghu_Dakater_Dokan_-Odhir_Biswas-88e6d-136103.jpg
https://www.rokomari.com//book/216756/ijhare-haqw,ইজহারে হক্ব, অধ্যক্ষ শেখ মোহাম্মদ আব্দুল করিম সিরাজনগরী , জাগরণ প্রকাশনী (চট্টগ্রাম) ,"1st Published, 2012",252,বাংলাদেশ,বাংলা," ইসলামি গবেষণা, সমালোচনা ও প্রবন্ধ ",3.0,1,,200,172,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/9b5ddb83d_216756.jpg
https://www.rokomari.com//book/46918/tirmizi-sorif-demy,সহীহ্‌ তিরমিযী শরীফ সব খন্ড একত্রে (ডিমাই), ইমাম আবু ঈসা মুহাম্মদ ইবনে ঈসা আত তিরমিযী (রহঃ) , অধ্যক্ষ শামছুল হক সাহেব , ,"5th Edition, 2015",880,বাংলাদেশ, হাদিস ও সুন্নাত ,4.6,5,2,450,377, ,
https://www.rokomari.com//book/46859/mosnobi-sorif-1st-to-5th-part-together,মসনবী শরীফ (১ম হইতে ৫ম খন্ড একত্রে), জালালুদ্দীন রূমী (রহঃ) , অধ্যক্ষ শামছুল হক সাহেব , , ,"12th Edition, 2023",658, আধ্যাত্মিকতা ও সুফিবাদ ,3.85,34,16,0,567,"""মসনবী শরীফ (১ম হইতে ৫ম খন্ড একত্রে)"" বইটির সম্পর্কে কিছু কথা: ",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/ec1250ade_46859.jpg
https://www.rokomari.com//book/121953/golpo-samuhar,গল্প সমাহার, অধ্যক্ষ মো. নাজমুল হুদা , কালিকলম প্রকাশনা ,9789845230392,"1st Published, 2017",192,বাংলাদেশ, সমকালীন গল্প ,5.0,1,1,300,258,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/8f872778f084_121953.gif
https://www.rokomari.com//book/184695/valo-chatro-howar-sohoj-uapay-shikkha-jibone-sofolotar-poth,ভালো ছাত্র হওয়ার সহজ উপায়, প্রফেসর মো. তরিকুল ইসলাম , জননী বুক ডিপো ,"1st Published, 2017",144,বাংলাদেশ,বাংলা, ছাত্রজীবন উন্নয়ন ,5.0,1,1,100,78,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/0d058aa9a_184695.jpg
https://www.rokomari.com//book/113354/islamer-orthoniti,ইসলামী অর্থনীতি, অধ্যক্ষ মো. নাজমুল হুদা , কালিকলম প্রকাশনা ,9789849187820,"1st Published, 2016",208,বাংলাদেশ, ইসলামি অর্থনীতি ও ব্যবসা বাণিজ্য ,5.0,3,1,300,269,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/88cb13de3114_113354.gif
https://www.rokomari.com//book/137914/ghatok-nirmul-andoloner-sritibahi-1993-sal,ঘাতক নির্মূল আন্দোলনে স্মৃতিবাহী ১৯৯৩ সাল, অধ্যাপক আব্দুল মান্নান চৌধূরী , অমর প্রকাশনী ,9789849224266,"1st Published, 2017",144,বাংলাদেশ, ডায়েরি ও চিঠিপত্র সংকলন ,5.0,1,,300,258,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/3d031d2dfe04_137914.jpg
https://www.rokomari.com//book/114544/chotoder-quraner-kahini,ছোটদের কুরআনের কাহিনী, মাওলানা মুহাম্মাদ হাসান রহমতী , মাওলানা মুহাম্মাদ হাসান রহমতী , ,9848392413,"Edition, 2014",112, শিশু-কিশোর ইসলামি বই ,4.29,17,14,150,105,"""ছোটদের কুরআনের কাহিনী""বইটির মুখপত্র:",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/7eb04b906014_114544.gif
https://www.rokomari.com//book/97360/nilpodmo,নীলপদ্ম, অধ্যাপক আব্দুস সালাম , নন্দিতা প্রকাশ ,9789849083320,"1st Published, 2015",80,বাংলাদেশ, বাংলা কবিতা ,5.0,1,,180,155, ,
https://www.rokomari.com//book/83712/bangladesher-itihas,বাংলাদেশের ইতিহাস, অধ্যাপক কে. আলী , আজিজিয়া বুক ডিপো ,"Reprint, 2016",432,বাংলাদেশ,বাংলা, ইতিহাস: প্রসঙ্গ বাংলাদেশ ,5.0,2,,280,255,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/6ac04e8d4_83712.jpg
https://www.rokomari.com//book/120134/aku-theryapi,আকু-থের‌্যাপি, অধ্যাপক কে. এম. মেছবাহ উদ্দিন , আকুপ্রেশার চিকিৎসা কেন্দ্র ,"3rd Edition, 2016",136,বাংলাদেশ,বাংলা, স্বাস্থ্যবিধি ও পরামর্শ ,4.25,4,4,280,220," ""আকু-থের‍্যাপি"" বইটির ভূমিকা থেকে নেয়াঃ ",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/96a01f7321e4_120134.gif
https://www.rokomari.com//book/172466/eakivuto-shikkha-inclusive-education,একীভূত শিক্ষা, মোঃ আশরাফুজ্জামান (প্রভাষক) , অধ্যাপক ড. মনিরা জাহান , ,9789843432069,"1st Published, 2018",284, শিক্ষা ও শিক্ষাবিদ বিষয়ক প্রবন্ধ ,3.67,3,1,250,215, ,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/0cbe13555_172466.jpg
https://www.rokomari.com//book/62809/children-knowledge-bank,চিলড্রেন নলেজ ব্যাংক, অধ্যাপক কামরুল ইসলাম , শিলা প্রকাশনী ,9789849042174,"1st Published, 2014",120,বাংলাদেশ, রেফারেন্স বই ,4.33,3,3,300,258, ,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/e47d33934144_62809.gif
https://www.rokomari.com//book/199591/modhyoprachyer-nirbachito-golpo,মধ্যপ্রাচ্যের নির্বাচিত গল্প, আদনান সহিদ , বেহুলাবাংলা ,9789845052733,"1st Published, 2020",144,বাংলাদেশ, অনুবাদ গল্প ,5.0,1,1,350,301,"""মধ্যপ্রাচ্যের নির্বাচিত গল্প"" বইয়ের পেছনের কভারে লেখা:",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/7f72006f3_199591.jpg
https://www.rokomari.com//book/185946/learning-how-to-fly-life-lessons-for-the-youth,লার্নিং হাউ টু ফ্লাই (লাইফ লেসনস ফর দি ইয়ুথ), এ. পি. জে. আবদুল কালাম , মনোজিৎকুমার দাস , , ,9847002100250,"1st Published, 2018", ছাত্রজীবন উন্নয়ন ,4.47,17,6,275,244,"""লার্নিং হাউ টু ফ্লাই"" বইয়ের ফ্ল্যাপে লিখা:",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/c28e57c0b_185946.jpg
https://www.rokomari.com//book/216906/bangladesh-business-cases-2nd-edition-2022,Bangladesh Business Cases (2nd Edition 2022), Professor Dr. Mijanur Rahman , Bangladesh MBA Association ,9789843503978,"2nd Edition, 2022",140,Bangladesh," Articles, Research and Statistics on Economics and Business ",4.15,33,18,0,300, ,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Bangladesh_Business_Cases-Prof_Dr_Ridhwanul_Haq-b7cfd-216906.jpg
https://www.rokomari.com//book/176608/yazidke-ninda-korar-boidhota-o-biruddhobadider-juktikhandon,ইয়াযিদকে নিন্দা করার বৈধতা ও বিরুদ্ধবাদীদের যুক্তিখণ্ডন, ইমাম আবুল ফারাজ ইবনুল জাওযি র. , আব্দুল্লাহ যোবায়ের , , ,9789847764597,"1st Published, 2019"," ইসলামি গবেষণা, সমালোচনা ও প্রবন্ধ ",4.33,9,6,220,188,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/89fd70fb6_176608.jpg
https://www.rokomari.com//book/180366/islami-adorsho-o-mulyobudh-protishthay-bongonondhu-sheikh-mujibur-rahman,ইসলামী আদর্শ ও মূল্যবোধ প্রতিষ্ঠায় বঙ্গবন্ধু শেখ মুজিবুর রহমান, অধ্যাপক ড. মুহাম্মদ আব্দুর রশীদ , অধ্যাপক ড. মুহাম্মদ আব্দুর রশীদ , ,9789849335535,"1st Published, 2019",363, বঙ্গবন্ধু শেখ মুজিবুর রহমান ,5.0,1,1,580,499,"জাতির জনক বঙ্গবন্ধু শেখ মুজিবুর রহমান আমাদের স্বাধীনতা সংগ্রামের মহানায়ক। পাকিস্তান সৃষ্টির পর থেকে ভাষা আন্দোলন, যুক্তফ্রন্ট নির্বাচন ও সরকার গঠন, আইয়ুব খানের সামরিক শাসন জারি, ১৯৬০-৬৪ পর্যন্ত গণতান্ত্রিক আন্দোলন, ৬-দফা আন্দোলন, আগরতলা ষড়যন্ত্র মামলা, অসহযােগ ও গণ-অভ্যুত্থান, বঙ্গবন্ধুর কারাগারে বন্দি জীবন, ১৯৭০ সালের নির্বাচন এবং নির্বাচন পরবর্তী রাষ্ট্রীয় ক্ষমতা হস্তান্তরে টালবাহানাসহ পাকিস্তান সরকারের ষড়যন্ত্র ও অসহযােগ আন্দোলন, ১৯৭১ সালে মুক্তিযুদ্ধ এবং স্বাধীনতা পরবর্তী সময়ে যুদ্ধ বিধ্বস্ত বাংলাদেশকে পুনর্গঠন কর্মসূচি, রাজনৈতিক অস্থিরতার মধ্যেও বঙ্গবন্ধুর দৃঢ়চেতা নেতৃত্ব দেশের গণ-মানুষের রাজনৈতিক, অর্থনৈতিক, ইসলামী আদর্শ ও মূল্যবােধ প্রতিষ্ঠা এবং সামাজিক সুস্থ সুন্দর ভবিষ্যৎ জীবনের জন্য সামগ্রিক নীতি প্রণয়ন করা সহ প্রতিটি ক্ষেত্রেই বঙ্গবন্ধু ছিলেন কেন্দ্রবিন্দু। লেখক এই বইটিতে এ-সকল বিষয়সহ বঙ্গবন্ধুর নির্মম পৈশাচিক হত্যাকাণ্ড ও হত্যা মামলার রায় তুলে ধরার চেষ্টা করেছেন। আশা করি বইটি সাধারণ পাঠক, শিক্ষার্থীসহ ভবিষ্যত প্রজন্ম ও গবেষকদের জন্য বিশেষভাবে মূল্যায়িত হবে। ",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/1529d6db2_180366.jpg
https://www.rokomari.com//book/200126/mujaddede-jaman-abu-bakar-siddiqi-r-jibon-o-tasaufcharcha,মুজাদ্দেদে যামান আবূ বকর সিদ্দিকী (র.) : জীবন ও তাসাউফচর্চা, অধ্যাপক ড. মুহাম্মদ আব্দুর রশীদ , ইলহাম ,"1st Published, 2020",64,বাংলাদেশ,বাংলা," নবি-রাসুল, সাহাবা, তাবেই ও অলি-আওলিয়া ",5.0,1,1,130,111,"পলাশীর আমবাগানে মুসলিম বাংলার স্বাধীনতা-সূর্য অস্তমিত হওয়ার পর বাঙালি মুসলমানদের উপর অশিক্ষা, কুশিক্ষা, অজ্ঞতা ও কুসংস্কারের এক অমানিশা নেমে এসেছিল৷ সেই ঘোর দুর্দিনে মুসলিমদের ত্রাণকর্তা হিসেবে যে কজন মহাপুরুষের আবির্ভাব ঘটেছিল, তাঁদের মধ্যে ফুরফুরা শরিফের পীর হজরত মাওলানা আবূ বকর সিদ্দিকী (র.) অন্যতম৷ এ বইয়ে গতানুগতিকভাবে তাঁর জীবনী উল্লেখ না করে তাঁর নানামুখী খেদমত ও কর্মপদ্ধতির উপর আলোকপাত করা হয়েছে৷ বর্তমান যুগে যারা দাঈ ও সমাজসংস্কারক হতে ইচ্ছুক, তারাও সমানভাবে বইটি থেকে উপকৃত হবেন৷",
https://www.rokomari.com//book/85189/hindu-dhormogrontho-bed-purane-allah-o-hajrat-mohammod,হিন্দু ধর্মগ্রন্থ বেদ-পুরাণে আল্লাহ্‌ ও হযরত মোহাম্মদ, অধ্যাপক ড. বেদপ্রকাশ উপাধ্যায় , গৌরী ভট্টাচার্য্য , , ,9846230023,"31th Edition, 2014", ইসলামি বিবিধ বই ,4.04,25,11,200,136,"""হিন্দু ধর্মগ্রন্থ বেদ-পুরাণে আল্লাহ্‌ ও হযরত মোহাম্মদ"" বইয়ের ভূমিকা:",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/56f19d96b_85189.jpg
https://www.rokomari.com//book/90372/kolki-obotar-ebong-mohammad-saheb,কল্কি অবতার এবং মোহাম্মদ সাহেব, মোহাম্মদ শামসুজ্জামান , ড. অসিতকুমার বন্দ্যোপাধ্যায় , , ,984623000,"31th Edition, 2014"," ইসলামি গবেষণা, সমালোচনা ও প্রবন্ধ ",4.3,20,14,400,240,"""কল্কি অবতার এবং মোহাম্মদ সাহেব"" বইটি সম্পর্কে কিছু কথাঃ",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/rokimg_20141002_90372.gif
https://www.rokomari.com//book/179727/kolki-obotar-o-hojrot-muhommad-sa-pramanno-bonganubad,কল্কি অবতার ও হযরত মুহম্মদ সা. (প্রামাণ্য বঙ্গানুবাদ) , অধ্যাপক ড. বেদপ্রকাশ উপাধ্যায় , মুহম্মদ জালালউদ্দীন বিশ্বাস , ,9789849339960,"1st Published, 2019",63, ধর্ম ও ধর্মীয় ব্যক্তি বিষয়ক প্রবন্ধ ,4.47,15,7,140,91,"""কল্কি অবতার ও হযরত মুহম্মদ সা. (প্রামাণ্য বঙ্গানুবাদ)"" বইয়ের ভূমিকাঃ",https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/658a0365d_179727.jpg
https://www.rokomari.com//book/193735/career-bikash-jiboner-dwara,ক্যারিয়ার বিকশিত জীবনের দ্বার, অধ্যাপক ড. মীর আকরামুজ্জামান , মুনলাইট পাবলিকেশন ,9843000001780,"4th edition, July 2022",495,বাংলাদেশ, আত্ম উন্নয়ন ও মোটিভেশন ,4.75,4,5,400,358, স্বপ্নের ক্যারিয়ার!,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Career_Bikash_Jiboner_Dwara-Professor_Dr_Mir_Akramuzzaman-d0b43-193735.jpg
https://www.rokomari.com//book/230395/sohopath-uponnyas-o-natok-ekadosh-dwados-alim-class,সহপাঠ - উপন্যাস ও নাটক (একাদশ - দ্বাদশ ও আলিম শ্রেণি), অধ্যাপক ড. ভীস্মদেব চৌধুরী ," জাতীয় শিক্ষাক্রম ও পাঠ্যপুস্তক বোর্ড, বাংলাদেশ ","Reprint, 2023",148,বাংলাদেশ,বাংলা, আলিম ,3.75,4,2,0,68,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Sohopath_Uponnyas_O_Natok_Ekadosh_Dwados-Professor_Dr_Bhismodeb_Chowdhury-3dc60-230395.jpg
https://www.rokomari.com//book/230394/sahityapath-godyo-o-kobita-ekadosh-dwados-o-alim-class,সাহিত্যপাঠ : গদ্য ও কবিতা (একাদশ-দ্বাদশ ও আলিম শ্রেণি), অধ্যাপক ড. ভীস্মদেব চৌধুরী ," জাতীয় শিক্ষাক্রম ও পাঠ্যপুস্তক বোর্ড, বাংলাদেশ ","Reprint, 2023",356,বাংলাদেশ,বাংলা, আলিম ,4.0,1,1,0,138,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/Sahityapath__Godyo_O_Kobita_Ekadosh_Dwad-Professor_Dr_Bhismodeb_Chowdhury-3ece4-230394.jpg
https://www.rokomari.com//book/185044/muslim-nari-ebong-somosamoyik-prekkhapote-tar-dayitto-kortobyo,মুসলিম নারী এবং সমসাময়িক প্রেক্ষাপটে তার দায়িত্ব-কর্তব্য, ড. আবু বকর মুহাম্মাদ যাকারিয়া , ড. আবু বকর মুহাম্মাদ যাকারিয়া , ,"1st Published, 2019",158,বাংলাদেশ," ইসলামি গবেষণা, সমালোচনা ও প্রবন্ধ ",4.0,4,2,230,177,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/18959079e_185044.jpg
https://www.rokomari.com//book/188205/krishnogohbbor-shisho-mohabishwo-o-onyanyo-rochona,"কৃষ্ণগহ্বর, শিশু মহাবিশ্ব ও অন্যান্য রচনা", স্টিফেন হকিং , অধ্যাপক দেবাশিষ চক্রবর্তী , ,9847015402200,"1st Published, 2019",144, মহাকাশ বিজ্ঞান ও জ্যোতির্বিদ্যা ,5.0,1,1,180,135,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/74b0d5a73_188205.jpg
https://www.rokomari.com//book/132733/sonali-bikel,সোনালি বিকেল , মোস্তফা ফিরোজ প্রধান , মানবাধিকার প্রকাশন ,9789849272069,"1st Published, 2017",বাংলাদেশ,বাংলা, কবিতা সমগ্র ,5.0,1,,150,118,,https://ds.rokomari.store/rokomari110/ProductNew20190903/260X372/628014e2f204_132733.jpg
