authorName
 এ নাগরকানি
 এ সোবহান মাহমুদ
 এ. কে. এম নাসার
 এইচ এম শাহরিয়ার কবির সবুজ
 এইমিলিওস লাল্লাস
 একিমিটসু টাকাগি
 এট অল এ ভি গ্রানাটো
 এম বার্টোলোটো
 এম মনজুরুল ইসলাম
 এরলেন রোসভস্কি
 এলান লাচিকা
 এলিজাবেথ শ্রিভে
 এলিসন জেমস
 এস কে ভট্টাচার্য
 এস সাপরে
 এস সালভিহানান
 এহছানুল মালিকী
 এহসান মাসুদ 
 ওং কার ওয়াই
 ওমর আলী আশরাফ
 ওয়াং জিং ফেং
 ওয়াই হুয়াং
 ওয়াসি আজম নূর
 কবি গৌতম
 কবি হাফিজুর রহমান
 কলীন রিকেনবাচের
 কাজী ইস্তেলা ইমাম
 কামরুন নাহার (জেসমিন)
 কার্ল ই. বাইলিন
 কার্লা ভ্যালেনটাইন
 কৃষিবিদ আবদুর রহমান বাবুল
 কৃষ্ণপ্রিয় দাসগুপ্ত
 কে স্মার্ট এক্সপার্টস' প্যানেল
 কেয়ামুদ্দিন আহমাদ
 ক্যাপ্টেন আনাস এ হামেদ আল কুজ
 খন্দকার আর. ইসলাম
 খাইরুল ইসলাম
 খান 
 গর্ডন গ্রান্ট
 চান্ট
 চো নাম-জু
 জং হুন কিম
 জন টিফানি
 জন ডি বোনাগুরা
 জন মেদিনা
 জন রালসটন সাউল
 জন হেনেসি
 জনাথন বড়বেই
 জর্জ ওকনর
 জর্জ গোল্ডিং 
 জর্জ জি রুসাস
 জাকিয়া সিদ্দিকী
 জাভেদ ইকবাল
 জিয়াউল হক
 জুডিথ হফফার ডেগলিন
 জুলফিকার হায়দার
 জে.জে. আর ফ্রাউস্টো দা সিলভা
 জেন এ পেচেনিক
 জেফরে জাফি
 জেরেমিয়া এ ব্যারনডেস 
 জো গার্ডনার
 জোয়েল ই. টেপার এমডি
 জোসেফ এম. ক্যাসিয়ানি
 টনি এ হেলি
 টেড গায়ের
 ডঃ মুহাম্মাদ তাকীউদ্দিন আল হিলালী
 ড. আলেক্সজান্ডার লয়ি
 ড. কামাল মাহাওয়ার
 ড. কে.ডি কানোদিয়া
 ড. প্রসেনজিৎ মৃধা
 ড. ভাস্বতী ভট্টাচার্য
 ড. সরোজকুমার পান
 ড. সৈয়দা নাসরিন
 ডাঃ বিজেন্দর সিং
 ডাঃ মুনা সালিমা
 ডা: এ. এন. এ. হোসেন (এমবি.বি.এস)
 ডা. এলিসা এপেল
 ডা. ওয়ানাইজা রহমান
 ডা. নাজিয়া খানুম
 ডি মেকসেন
 ডি. সেরে
 ডি.ডি মিশ্র
 ডিলান বল্ডেন
 ডেভিড গোল্ডব্লাট
 ডেভিড জি বসটউইক
 ডোনা ই অ্যাল্ভারম্যান
 ডোনাল্ড জে. ব্রেকন
 ড্যানিয়েল মরিস
 ড্যানিয়েল র. লিঞ্চ
 তানভীর সিদ্দিক
 তাপস কুমার মল্লিক
 তামকিন এনায়েত 
 তুহিন চৌধুরী
 নাওমি বাগডোনাস
 নাবীল ইকবাল
 নাসরিন আনজুমান রুনি
 ‍নীরদবরণ হাজরা 
 নুরিয়েল রুবিনি
 নুসরাত মিতু
 পল টি মাতসুদাইরা
 পিএইচ.ডি. নেভালাইনেন
 পিটার জাযনি
 পিটার মুলার
 পেটার কিরিগার
 প্রকৌশলী মোঃ শাহা আলম
 প্রতাপ চট্টোপাধ্যায়
 প্রফেসর ড . রুবিনা সুলতানা 
 প্রফেসর ড. মাহফুজুল হক
 প্রফেসর ড.আ.ব.ম. সাইফুল ইসলাম সিদ্দীকী
 প্রফেসর. ড. আমীর মোহাম্মদ নাসরুল্লাহ 
 প্রিয়জিৎ দেবসরকার
 প্রীতা শরণ
 ফরিদা আক্তার
 ফাতিমাহ আসগার
 ফারজানা রাহা
 ফারহানা আখতার 
 ফাহাদ আব্দুল্লাহ
 ফুয়াদ ইবনে আবদুল আজীজ আস সুলহাব
 বাদল কৃষ্ণ বণিক 
 বায়েজিদ আহমেদ 
 বি এন শ্রীভাস্তভ
 বিমান চন্দ্র দে
 বিল স্ক্যানলন
" বেরি ডি.জে, ব্রাসিংটন সি"
 বের্নহার্ড মেস্টল
 বের্নার অঁরি লেভি
 ভেরনিকা এঞ্জেল 
 ভ্লাদিমির জেকল
 ম. মাহবুবুর রহমান ভূঁইয়া
 ম. সুরেশ রাও
 মনির আহমদ
 মনোজ হালদার 
 মফিজুল হক
 মাইকেল স্পিৎজার
 মাওলানা মুহাম্মদ আমীনুর রশীদ 
 মাওলানা মুহাম্মাদ আবদুল গাফফার 
 মাওলানা মোহাম্মদ আব্দুল মন্নান
 মাকি শিমিজু
 মানসুবা তাবাসসুম হক
 মার্টিন ক্রেউজের
 মার্টিন লিংস
 মার্থা ম্যাককেনা
 মিয়া সোফি ওবারল্যান্ডার
 মুফতি আবু নাঈম মুহাম্মদ সাজিদ
 মুহাম্মদ মাহবুব-উল-আলম
 মেহেদি হাসান
 মোঃ আবুল হোসেন সবুজ
 মোঃ গোলাম হাবিব
 মোঃ শামছুল আলম তুহিন
 মোঃ সাইফুল ইসলাম
 মোঃ সাইফুল্লাহ প্রধান
 মো. নাজিম উদ্দিন
 মো. মোসারফ হোসেন কৃষিবিদ
 মো. সামছুল হক চাকলাদার
 মোরাগ ম্যাকগ্রা
 মোহাম্মদ আবু সাঈদ 
 মোহাম্মদ রমজান কালাম
 মোহাম্মদ হোসেন
 মৌরিন ফ্রীলি
 ম্যালউইন স্টাউস
 যশোবন্ত সিং বিরদি 
 রাচেল গ্রিফিন
 রাজবংশী এস .কে.
 রাজীব বিজয়াকার
 রানী চন্দ
 রামকৃষ্ণ সাহা
 রিদওয়ান রিয়াদি
 রিয়াজ মোহাম্মদ মজুমদার
 রিয়ান স্প্লিটগার্বার
 রোকসানা পারভীন রূপা
 লরেন্স ই উইনেস্কি
 লিপিকা সরকার
 লীড গ্রীন অসোস
 লুৎফুন নাহার খান ওসমানী
 লে. কর্নেল কাজী নূর উজ্জামান
 লেওন উড়িস
 শাইখ আব্দুর রাহমান আস সুদাইস
 শাইখ খালিদ বিন মুতলাক আল মুতলাক
 শানি স্ট্র্যাথারস
 শামসুল আলম সূর্য
 শামীম আলী মাতুব্বর
 শায়েখুল হাদীস আল্লামা মুফতী সৈয়দ মুহাম্মদ ফয়জুল করিম
 শাহ কামাল সবুজ 
 শাহ সোহেল
 শুভ্র কান্তি সিনহা
 শেখ আবদুল মুকিত
 শেরম্যান আলেক্সি 
 শৈলেন্দ্র হালদার 
 শ্রাবন কুমার
 শ্রী যোগেন্দ্রনাথ গুপ্ত
 শ্রীউপেন্দ্রচন্দ্র ভট্রাচার্য্য (বিদ্যাভূষণ) 
 সজল রোশন
 সত্রাজিৎ গোস্বামী
 সমরেন্দ্র নাথ চৌধুরী
 সাইফ মাহমুদ
 সাইফুজ্জামান
 সান্ড্রা লুনা মিকুনি
 সারাদ ক. মহেশ্বরী
 সালজার রহমান
 সালেহ আহমেদ মুবিন
 সি. জে. ডেট
 সুজাতা ম্যাসেই
 সুদীপ জানা 
 সুলতান তৌহিদ 
" সুশীল রঞ্জন হাওলাদার, পিএইচডি"
 সোমেশ দাশগুপ্ত
 স্কট এ রোদেও
 স্কট এম স্টেইডল
 স্টিফেন মিহম
 স্টেফান হার্টম্যানন
 স্যামুয়েল আমু
 হযরত মাওলানা ছিদ্দীক আহমাদ বান্দভী (রঃ)
 হাজী মোঃ আব্দুল মুছব্বীর 
 হাবিব জাকারিয়া উল্লাস 
 হারুন-অর-রশীদ
 ‍হিমাংশু সরকার
 হুজিয়ারা কেইসুকে
 হুমায়ূন কবীর হিমু
 হোলি বোর্ন
 হোসনে আরা কামাল
‘বিয়ে : অর্ধেক দ্বীন’ টিম 
‘শব্দ দহন’ সাহিত্য পরিবার
(احمد بن سلامة قليوبي رح)(আহম্মাদ বিন সালামাহ কালুভী রহঃ)
(الامام مالك بن آنس) ইমাম মালেক বিন আনাছ (রহ.) 
(حضرت مولانا مفتي سعيد صاحب (হযরত মাওলানা মুফতী সাইদ সাহেব)
(شيخ الاسلام مفتي محمد تقي عثماني) শাইখুল ইসলাম মুফতী মুহাম্মাদ তাকী উসমানী 
(منشي حسن علي نقش بندي رح)(মুনশী হাসান আলী নাকশীবান্দী)
(مولانا جميل احمد رح)(মাওলানা জামিল আহমাদ রহঃ)
(مولانا ظهير الدين احمد )(মাওলানা জাহির উদ্দিন আহমাদ)
(مولانا محمد اعزاز علي رحمه الله )মাওলানা মুহাম্মদ আইজাজ আলী
(مير سيد شريف جرجاني رح)(মির সাইদ শারিফ জুরজানী রহঃ)
(মাওলানা) শাব্বীর আহমদ হাক্কানী
10 Minute School
২১ ডে চ্যালেঞ্জস
৫২ (বায়ান্ন)
A. K. Khandker Bir Uttam
Afjal Sossain
Ahoban Prokashoni
Alison J. Bradshaw
Ashok Kumar Bosuu
"auto_awesome Translate from: Danish 21 / 5,000 Translation results Translation result জাইট ব্রেন্ডার ম্যাকনায়ার"
Bernard OKane
Biswaranjan Nag
Bram Steijn
Carolyn Roberts
Ceri Roderick
Chamberlain S. Peterside
Chetan Ghate
Claire Maltais
Colleen Loomis
D. K. Salunkhe
Daniel David
David Wastell
Dr. Naushaba Singh
Dr. Swati Roy Chowdhury
Durgasankar Chakraborty
E.AM.AS Nambudiripad
Edit for Masum 
Ellen Jo Baron 
Enginear md. Nurul hok
Exurb1a
Farid Al-Din Attar
Gareth Owen
Geoffrey Nelson
George BBaker D
George S. Day
Gokul Rathi
Goofi
Graham Huggan
Hayley Stevenson
Helena Norberg-Hodge
Helle Zinner Henriksen
Himadri Lahiri
Himanshi Sharma
Istiak Sobhan
James Mckenzie
James Weaver
Jean-Marc Belanger
Jeffrey S. Hoch
Jennifer A. Elliott
Jerome Kotecki
Jesmina Huq
Jessica Bacal
Joachim Monkelbaan
John Breznak 
John Mellers
John S. Dryzek
Jurian Edelenbos
Justine Williams Lara
Kajari Mukherjee
Katherine Thompson
Kelly Petrunka
Kevin C. H. Paker
Lafz
Marufa Sultana
Md. Firoz (text)
Md. Matiul Islam
Meena Rani
Melissa D. Rossiter
Michael Brooks
Michael Leming
Mine Koker
Mohammad Abdul Motaleb
Nell J. McCormack 
Ponkoj Chocroboti(পঙ্কজ চক্রবর্তী)
"Pranab Kumar Panday, PhD"
Qazi Taif Sadat
R R Pinger
Ramaswany R Iyer
Rashed Habib 
Ray DeV. Peters
Reader school
RJ শারমীন
Robert Arnold
Rokomari Fashion
Rumana Sultana
S M Delwar Jahan
S. Mark Pancer
Saikat Chowdhury
Samiya A. Selim
Sayad Mahmudur Rahman
Shahriar R. Khan
Shahriar Rahman
Shantanu Kumar Saha
Simon Fleminger
Simon Lovestone
Simon Wessely
Solanki S.P. Singh
Stephan Lucks
Stephen A. Sonnenberg Dr
Stephen Philip Cohen
Subroto Bagchi
Susan Evers
Swain Sanjay K.
test
test
test
test
Test
Tex
Tex
text
Umesh Dhande
Uniaid
Veena Shrikhande
Victor Bekkers
Vinay Couto
Wajid Ali Shah
Wendy M. Craig
William Morris
Yogesh K. Dwivedi
Yousif A. Latif Al-bastaki
Yves Herry
أبو محمد القاسم بن علي الحريري (আবু মুহাম্মাদ কাসেম বিন আলী হারেরী)
ابي البقاء عبد الله بن الحسين بن عبد الله العكبري (আবিল বাকাআ আব্দুল্লাহ বিন হুসাইন বিন আব্দুল্লাহ আকবারী)
الإمام برهان الإسلام الزرنوجي (ইমাম বুরহানুল ইসলাম জারনুজী)
الإمام نظام الدين الشاشي ( ইমাম নিজাম উদ্দিন শাশী)
الامام ابو زكريا يحيح بن شرف النووي (ইমাম আবু জাকারিয়া ইয়াহিয়া বিন শরফুন নবুবী)
الامام الحافط ابي عحريوسف بن عبد الله بن محمد ابن عبد البر القرطبي المالكي ( ইমাম হাফেজ আবী ইউসুফ বিন আব্দুল্লহ বিন মুহাম্মাদ ইবনে আব্দুল বার আল কুরতুবী আল মালেকী)
الحاج مولوى فيروزالدين (আলহাজ্ব মৌলভী ফিরুয উদ্দীন )
الدكتور رافيل بريع يعقوب (ডঃ রাফেল বারীই ইয়াকুব)
الدكتور محمود الطحان (ড. মাহমুদ আত্‌-তাহ্‌হান)
الدكتور مصطفي السرباعي (ডক্টর মোস্তফা আস সাবায়ী)
الدكتور. علي الجارم (ডঃ আলী জারম)
الدكتور. مصطفي أمين (ডঃ মুস্তাফা আমীন)
الشريف الجرجاني (আল শারীফ জুরজানী)
الشسخ المحدث المفسر محمد عبد اسر بن مسلم البهلوي ( আশ শাইখ আল মুহাদ্দীস আল মুফাসসীর মুহাম্মাদ আব্দু আসীর বিন মুসলিম আল বাহলুভী)
الشيخ طاهر صديق الآركاني (আশ শাইখ তাহের সিদ্দীক আরকানী)
الشيخ محمد علي الصابوني ( আশ শাইখ মুহাম্মাদ আলী আস সাবুনী)
العلامة عبد الله يزدي (আল্লামা আব্দুল্লাহ ইয়াজদী)
القاضي ناصر الدين عبد الله بن عمر البيضاوي (কাজী নাসিরুদ্দিন আব্দুল্লাহ বিন আমর বায়যাবী)
امام العصر محدث جليل حضرت علامه انورشاه كثميري (ইমামুল আছার মুহাদ্দীস জালীল হযরাতুল আল্লাম আনয়ার শাহ কাস্মীরি)
حضرة مولانا مفتي محمد علي صاحب (হজরত মাওলানা মুফতী মুহাম্মাদ আলী সাহেব)
حضرت مولانا عبد الرحيم صاحب (হযরত মাওলানা আব্দুর রাহীম সাহেব)
حضرت مولانا قاري عبد الرحمن مكي (হযরত মাওলানা ক্কারী আব্দুর রাহমান মাক্কী)
حضرت مولانا محمد ميال صاحب (হযরত মাওলানা মুহাম্মাদ মিয়াল সাহেব)
حنفي ناصف (হানাফী নাসীফ)
د. نايف معرو (ডঃ নায়েফ মারুফ)
د.مصطفي الجوزو (ডঃ মুস্তাফা জাওয়াজ)
سعد بن عبد الرحمن الراشد (সাদ বিন আব্দুর রাহমান আর রশীদ)
سعيد أحمد البالن بوري (হযরত মাওলানা সায়ীদ আহমাদ বানুরী)
شيخ الأدب والفقه مولانا محمد إعزاز علي (শাইখুল আদাব ওয়াল ফকীহ মাওলানা মুহাম্মাদ ইজাজ আলী)
شيخ الاسلام ابن تيمية (শাইখুল ইসলাম তাকিউদ্দিন ইবনে তাইমিয়া)
شيخ سراج الدين عثمان رحمه الله (শাইখ সিরাজ উদ্দিন উসমান রাহিমাহুমুল্লাহ)
شيخ علي اكبر بن علي حسسني (শাইখ আলী আকবার বিন আলী হাসানী)
شيخ فريد الدين عطار (শাইখ ফারিদ উদ্দিন আত্তার)
عبد الحفيظ بن عبد الرؤوف (মাওলানা আব্দুল হাফীজ বিন আব্দুর রউফ)
عبد الفتاح ابؤغدة (আব্দুল ফাত্তাহ আবু গুদ্দাহ)
عبد المجيد التركماني (আব্দুল মাজীদ তুরকামাণী)
فؤاد نعمة (ফুয়াদ নাইম)
لابن المنذر (ইবনুল মুনজির)
لابن حزم الظاهري (ইবনে হাজম জাহেরী)
لابي الحسن علي بن امحر الوامري النسيابوري (আবিল হাসান আলী বিন আমহুরুল অমরি নিশাপুরী)
لامام الحاقط شهاب الدين احمد بن علي بن حجر العسقلاني الشافعي (ইমাম হাফেজ সিহাব উদ্দিন আহমাদ বিন আলী বিন হাজর আস্কালানী আস শাফেয়ী)
لفضيلةالاستاذ الشيخ حسنين محمد محلوف ( ফজিলাতুল উস্তায আশ শাইখ হুসনাইন মুহাম্মাদ মাহলুফ)
للامام الحافظ جلال الدين عبد الرحمن بن ابي بكر السيوطي (ইমাম হাফেজ জালালুদ্দিন আব্দুর রামান বিন আবী বকর আস সুয়ুতী)
للامام العللام شيخ الاسلام ابي بكر علي بن محمد الحداد اليمني (ইমাম আল্লামা শাইখুল ইসলাম আবী বকর আলী বিন মুহাম্মাদ হিদাদ ইয়ামানী)
للحبر الشهير الإمام الخير أبادي رحمه الله (হিবরুস শাহির ইমাম খাইর আবাদী রাহিমাহুমাল্লাহ
للشيخ أحمد المعروف ملاجيون الصديقي (শাইখ আহমাদ মারুফ মুল্লাজীয়ুন সিদ্দিকী)
للشيخ حسن بن علي الشرنبلالي رحمه الله (শাইখ হাসান বিন আলী সারনাবালী রাহিমাহুমুল্লাহ)
للشيخ سراج الدين محمد بن عبد الرشيد السجاوندي الحنفي ( শাইখ সিরাজ উদ্দিন মুহাম্মাদ বিন আব্দুর রশীদ সাজাওয়ান্দি হানাফী
للشيخ شفيق الرحمن الندوي (শাইখ শাফিক রহমান নাদাবী)
للشيخ محمد بن عبد الرحمن القزويني (শাইখ মুহাম্মাদ বিন আব্দুর রাহমান কাযুনী)
للشيخ مولانا مشتاق أحمد الجرتهاؤلي (শাইখ মাওলানা মুশতাক আহমাদ জারতাহী)
للعلامة محمد بن علي النيموي رحمه الله (আল্লামা মুহাম্মাদ বিন আলী নাইমুভী রাহিমাহুমুল্লাহ)
للعلامة ابن حاجب (আল্লামা ইবনে হাজীব)
للعلامة الآستاذ أبي الحسن علي الحسني الندوي ( আল্লামা উস্তাজ আবিল হাসান আলী হাসানী নাদাবী)
للعلامة زين الدين بن أبراهيم المعروف بابن نجم الحنفي (আল্লামা জায়েন উদ্দিন বিন ইব্রাহীম মারুফ ইবনে নাজম হানাফী)
للفاضل اللبيب مسعود بن عمر التفتازاني (কাজী লাবীব মাসউদ বিন আমর তাফতাযানী)
للمفتي عنايت أحمد الكاكوروي (মুফতী ইনায়াত আহমাদ কাকুভী)
محمد دياب (মুহাম্মাদ দিয়াব)
محمد زاهد الكوثري ( মুহাম্মাদ যাহেদ কাওসারী)
محمد عاشق الهي البرني (মুহাম্মাদ আশেক ইলাহী বারনী)
محمد على الصابونى (মুহাম্মাদ আলী আস সাবুনি)
محمد نعيم (মুহাম্মাদ নাইম)
مصطفي طموم (মুস্তাফা তামুম)
مفتي محمد كفايت الله (মুফতী মুহাম্মাদ কিফায়াতুল্লাহ)
مكتبة الحراء (মাকতাবাতুল হেরা) 
ملاجيون الحنفي (মুল্লাজিউন আল হানাফী)
مولا ناحبيب الرحمن دوبندي (মাওলানা হাবিবুর রহমান দেওবান্দী)
مولانا اشتياق احمد صاحب (মাওলানা ইশতিয়াক আহমাদ সাহেব)
مولانا حافط محمد يعقوب نذر (মাওলানা হাফেজ মুহাম্মাদ ইয়াকুব নাযির)
مولانا عبد الله كنكوي رحمه الله (মাওলানা আব্দুল্লাহ কানপুরী রাহিমুহুল্লাহ)
مولانا قاضي سجاد حسين (মাওলানা কাজী সাজ্জাদ হুসাইন)
مولانا محمد عبد الرشيد نعماني (মাওলানা মুহাম্মাদ আব্দুর রাশীদ নুমানী)
مولانا مشتاق احمد صاحب حرتهاولي رحمه الله عليه ( মাওলানা মুশতাক আহমাদ ছাহেব হিরাটি রাহিমাহুমুল্লহা)
مير سيد شريف ابو الحسن علي بن محمد (মীর সায়ীদ শারীফ আবুল হাসান আলী বিন মুহাম্মাদ)
وليد بن راشد السعيدان (ওয়ালিদ বিন রশীদ সাইদান)
অ আ আবীর আকাশ
অং ইয়াং
অং মারমা
অং সান সু চি
অ. বি. রাকিব উদ্দিন
অ’মাহনিই
অউব্রে মার্কাস
অউশি নিনেন
অংকন
অংকিতা সাহা
অংকুর রায় অনিক
অকেহি কে মেদি
অকোনর জে. জে.
অক্টাভিও পাজ
অক্টেভ লিভেনস্পেল
অক্নিনস্কি
অক্ষয় কুমার মৈত্র
অক্ষয় চৌধুরী
অক্ষয় রঞ্জন পাল
অক্ষয় লাইব্রেরী 
অক্ষয়কুমার আঢ্য
অক্ষয়কুমার দত্ত
অক্ষয়কুমার মৈত্রয়
অক্ষয়কুমার মৈত্রেয়
অক্ষয়কুমার মৈত্রেয়
অক্ষর অনীক
অক্ষরবৃত্ত
অক্সফাম আমেরিকা
অক্সফোর্ড 
অক্সফোর্ড ইউনিভার্সিটি প্রেস
অক্সফোর্ড ডিকশনারি
অক্সফোর্ড ডিকশনারিস
অক্সয় মেহতা
অখিল ঘোষ
অখিল নিয়োগী (স্বপনবুড়ো)
অখিলেশ প্রতাপ সিংহ
অখিলেশ্বর ভট্টাচার্য 
অগ ম্যান্ডিনো 
অগমসিংহ গিরী
অগাস্ট ডেরলেথ
অগাস্ট ডেরলেথ
অগাস্ট স্ট্রিন্ডবার্গ 
অগাস্টা গোলডিন
অগাস্টিন 
অগাস্টিন জোসে ট্রবা
অগাস্টো ফেরেন্টে
অগী অগাস
অগুনলাদে আর. ডেভিডসন
অগুস্ট মার্সেলি
অগোস্ত বোয়াল 
অগ্না ফার্নান্দেজ
অগ্নি বসু
অগ্নি রায়
অগ্নিকুমার আশ্চর্য
অগ্নিগর্ভ
অগ্নিঝরা কবি 
অগ্নিদীপ্ত সেনশর্মা
অগ্নিশ এস.এল.
অগ্নিশ বিশ্বাস দিব্য
অগ্নিশিখা
অগ্নিহোত্রী অনুরাধা
"অগ্রওয়াল পি, কে "
অগ্রদূত
অগ্রদূত ঘটক
অগ্রদূত প্রণীত
অঘোর মন্ডল
অঙ্কনা জাহান
অঙ্কার ওয়াইল্ড
অঙ্কিট ফাদিয়া
অঙ্কিত গুপ্ত
অঙ্কিত গোয়েল
অঙ্কিত মিত্র
অঙ্কিতা
অঙ্কিতা পারিহার
অঙ্কিতা বিশ্বাস
অঙ্কিতা ব্যানার্জী
অঙ্কিতা সরকার
অঙ্কুর ওয়ারিকো
অঙ্কুর চক্রবর্তী
অঙ্কুর বর
অঙ্কুর মন্ডল
অঙ্কুর মালহোত্রা
অঙ্কুর সেন
অঙ্কুরণ দত্ত
অঙ্কুশ মিত্তাল
অঙ্গন দাস
অঙ্গনদীপ চ্যাটার্জি
অঙ্গনা চট্টোপাধ্যায়
অঙ্গনা পি. চ্যাটার্জি
অঙ্গনা সাহা মুখার্জী
অঙ্গিরা দত্ত দন্ডপাট
অঙ্গিরা দে
অচিন চক্রবর্তী
অচিন দাশগুপ্ত
অচিন রায়
অচিনপুর.কম
অচিন্ত্য আচার্য
অচিন্ত্য কুমার দত্ত
অচিন্ত্য কুমার বালা
অচিন্ত্য কুমার ব্যানার্জী
অচিন্ত্য ঘটক
অচিন্ত্য চয়ন
অচিন্ত্য বন্দোপাধ্যায়
অচিন্ত্য বিশ্বাস
অচিন্ত্য ভট্টাচার্য
অচিন্ত্য মণ্ডল
অচিন্ত্য মাজী
অচিন্ত্য সরকার
অচিন্ত্য সুরাল
অচিন্ত্যকুমার মাইতি 
অচিন্ত্যকুমার মুখোপাধ্যায়
অচিন্ত্যকুমার সেনগুপ্ত
অচিন্ত্যরূপ রায়
অচুত এস. গডবোলে
অচ্যুত ভট্টাচার্য
অচ্যুত সরকার
অচ্যুতচরণ চৌধুরী তত্ত্বনিধি
অচ্যুতনাথ অধিকারী
অচ্যুৎ গোস্বামী
অছুত কে.দত্ত
অজন ব্রহ্ম
অজন্তা মিত্র
অজয় এ ভি দেশমুখ
অজয় কুমার
অজয় কুমার আগারওয়াল
অজয় কুমার চক্রবর্তী
অজয় কুমার ভুট্টরা
অজয় কুমার মণ্ডল
অজয় কুমার রায়
অজয় কুমার সিং
অজয় কে পান্ডে
অজয় কে. গার্গ
অজয় কোনর
অজয় গঙ্গোপাধ্যায়
অজয় গাটাক
অজয় গুপ্ত
অজয় গুপ্ত
অজয় চক্রবর্তী
অজয় চট্টোপাধ্যায়
অজয় চট্টোপাধ্যায়
অজয় চোকসেই
অজয় ছিব্বের
অজয় দাশগুপ্ত
অজয় দাশগুপ্ত
অজয় দাস
অজয় পন্ডিত 
অজয় প্রসাদ শেঠি
অজয় বগত
অজয় বসু
অজয় বিশ্বাস 
অজয় বেরা
অজয় ভট্টাচার্য
অজয় মজুমদার
অজয় মজুমদার
অজয় মণ্ডল
অজয় মাথুর
অজয় মিত্তাল
অজয় মিত্র (বিবিএ)
অজয় মিশ্র
অজয় মুখোপাধ্যায়
অজয় মেহতা 
অজয় রঞ্জন বিশ্বাস
অজয় রায় 
অজয় রায় 
অজয় শাহ
অজয় শুক্লা
অজয় সরকার
অজয় সিং
অজয় হম
অজয় হোম
অজয়কুমার নন্দী
অজয়কুমার হালদার
অজয়কৃষ্ণ ব্রক্ষচারী
অজরিনি ওয়াহিদিন
অজস্র মামুন
অজাতশত্রু
অজিত অধিকারী 
অজিত আব্রাহাম
অজিত এইচ পেরেরা
অজিত এন ডালে
অজিত এস বদিকার
অজিত কুমার কলাই
অজিত কুমার গুহ
অজিত কুমার দাশগুপ্ত
অজিত কুমার দে
অজিত কুমার নাগ
অজিত কুমার বড়ুয়া
অজিত কুমার বেরা
অজিত কুমার ভুঁইয়া
অজিত কুমার মেহতা
অজিত কুমার রায়
অজিত কুমার সরকার
অজিত কুমার সিংহা রায়
অজিত কুরানা
অজিত কুলকার্নি 
অজিত কৃষ্ণ বসু
অজিত কোর
অজিত গুপ্ত 
অজিত চন্দ্র দেবনাথ
অজিত চৌধুরি
অজিত জাভেদ
অজিত ত্রিবেদী
অজিত দত্ত 
অজিত দামলে
অজিত দাশ
অজিত পাত্র
অজিত পান
অজিত পুততুণ্ড
অজিত বন্দ্যোপাধ্যায়
অজিত বসু
অজিত বাইরী
অজিত বি. কুম্থেকার
অজিত মন্ডল
অজিত রানী
অজিত রায়
অজিত রায় ভজন
অজিত শংকর আরএন
অজিত সাদানা
অজিত সান্যাল
অজিত সিং
অজিত সেন
অজিত হরিসিংহনি
অজিত হালদার
অজিতকুমার চক্রবর্তী
অজিতকুমার চট্টোপাধ্যায়
অজিতকুমার দেবনাথ
অজিতকুমার বণিক
অজিতকুমার বন্দ্যোয়াপধ্যায়
অজিতকুমার বসু
অজিতকুমার বের
অজিতকুমার ভট্টাচার্য
